Data For Node Id: 14
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
<<<<<<< HEAD
Block Id:6, Parent ID:1, Miner ID:4, Txns:1, Time:1073.5206824499076
Block Id:93, Parent ID:6, Miner ID:32, Txns:2, Time:3224.410946221294
Block Id:101, Parent ID:6, Miner ID:5, Txns:2, Time:3463.571755146838
Block Id:135, Parent ID:93, Miner ID:17, Txns:1, Time:4468.991785615478
Block Id:117, Parent ID:93, Miner ID:49, Txns:2, Time:4419.914911025297
Block Id:248, Parent ID:117, Miner ID:24, Txns:1, Time:5351.758725370209
Block Id:179, Parent ID:117, Miner ID:49, Txns:2, Time:5135.147817205489
Block Id:320, Parent ID:248, Miner ID:12, Txns:1, Time:9042.591457236487
Block Id:309, Parent ID:179, Miner ID:5, Txns:1, Time:8975.487042505065
Block Id:271, Parent ID:179, Miner ID:49, Txns:4, Time:8861.006322340465
Block Id:356, Parent ID:179, Miner ID:11, Txns:1, Time:8846.239821329076
Block Id:370, Parent ID:271, Miner ID:49, Txns:2, Time:8886.235577213267
Block Id:489, Parent ID:370, Miner ID:24, Txns:2, Time:9822.548893128866
Block Id:382, Parent ID:370, Miner ID:49, Txns:3, Time:9599.264367045504
=======
Block Id:16, Parent ID:1, Miner ID:14, Txns:1, Time:649.4781350720763
Block Id:5, Parent ID:1, Miner ID:3, Txns:1, Time:732.6531330427333
Block Id:22, Parent ID:5, Miner ID:11, Txns:1, Time:7269.939803177426
Block Id:51, Parent ID:22, Miner ID:6, Txns:1, Time:7881.700506383953
Block Id:65, Parent ID:51, Miner ID:14, Txns:1, Time:8233.494299381895
Block Id:79, Parent ID:65, Miner ID:14, Txns:2, Time:9637.423751620434
Block Id:82, Parent ID:79, Miner ID:14, Txns:5, Time:12133.695359883994
Block Id:69, Parent ID:51, Miner ID:0, Txns:2, Time:12198.423904687426
Block Id:102, Parent ID:82, Miner ID:14, Txns:3, Time:12351.356174836317
Block Id:88, Parent ID:69, Miner ID:0, Txns:2, Time:14909.825388922758
Block Id:122, Parent ID:88, Miner ID:2, Txns:2, Time:15856.542170573797
Block Id:169, Parent ID:102, Miner ID:10, Txns:1, Time:18224.61355468023
Block Id:203, Parent ID:169, Miner ID:14, Txns:1, Time:20964.274385347744
Block Id:213, Parent ID:203, Miner ID:14, Txns:2, Time:21387.368080021937
Block Id:205, Parent ID:169, Miner ID:0, Txns:3, Time:21898.573513797477
Block Id:232, Parent ID:205, Miner ID:2, Txns:2, Time:22192.640053443916
Block Id:216, Parent ID:213, Miner ID:14, Txns:8, Time:22207.42339363603
Block Id:246, Parent ID:205, Miner ID:10, Txns:1, Time:22255.986580308396
Block Id:259, Parent ID:216, Miner ID:14, Txns:3, Time:23350.846368747414
Block Id:267, Parent ID:216, Miner ID:7, Txns:2, Time:24128.238683750682
Block Id:281, Parent ID:259, Miner ID:14, Txns:2, Time:26569.713059338552
Block Id:313, Parent ID:281, Miner ID:14, Txns:13, Time:28270.230479041024
Block Id:342, Parent ID:313, Miner ID:14, Txns:13, Time:28396.892358962494
Block Id:345, Parent ID:342, Miner ID:14, Txns:2, Time:28900.455868081794
Block Id:333, Parent ID:281, Miner ID:11, Txns:2, Time:29481.852960347533
Block Id:346, Parent ID:345, Miner ID:14, Txns:4, Time:30458.590314408688
Block Id:358, Parent ID:333, Miner ID:9, Txns:2, Time:30534.410610093317
Block Id:397, Parent ID:358, Miner ID:6, Txns:1, Time:31184.593987404423
Block Id:387, Parent ID:346, Miner ID:14, Txns:4, Time:33483.19642897279
Block Id:447, Parent ID:387, Miner ID:14, Txns:2, Time:33849.74852525807
Block Id:437, Parent ID:346, Miner ID:9, Txns:1, Time:34596.164312614215
Block Id:451, Parent ID:447, Miner ID:14, Txns:2, Time:35077.24135739712
Block Id:503, Parent ID:451, Miner ID:14, Txns:2, Time:36399.99451390396
Block Id:505, Parent ID:503, Miner ID:14, Txns:47, Time:36909.544786147926
Block Id:498, Parent ID:447, Miner ID:0, Txns:2, Time:36938.13965732605
Block Id:531, Parent ID:498, Miner ID:5, Txns:2, Time:41410.21230978568
Block Id:552, Parent ID:531, Miner ID:3, Txns:2, Time:41592.44309098072
Block Id:579, Parent ID:552, Miner ID:0, Txns:4, Time:42866.57343468925
Block Id:603, Parent ID:579, Miner ID:14, Txns:2, Time:43798.78263288553
Block Id:597, Parent ID:579, Miner ID:3, Txns:4, Time:44629.745327463555
Block Id:614, Parent ID:603, Miner ID:14, Txns:2, Time:46588.16520700032
Block Id:649, Parent ID:614, Miner ID:8, Txns:10, Time:47884.24521627802
Block Id:690, Parent ID:649, Miner ID:14, Txns:3, Time:48993.130516375924
Block Id:687, Parent ID:649, Miner ID:12, Txns:2, Time:53769.5076634781
Block Id:689, Parent ID:649, Miner ID:11, Txns:3, Time:53875.505973181695
Block Id:739, Parent ID:687, Miner ID:8, Txns:2, Time:54843.916995700405
Block Id:749, Parent ID:739, Miner ID:8, Txns:3, Time:54872.52514352786
Block Id:780, Parent ID:749, Miner ID:14, Txns:2, Time:56189.03757524247
Block Id:764, Parent ID:749, Miner ID:0, Txns:2, Time:58891.72805867382
Block Id:810, Parent ID:764, Miner ID:7, Txns:2, Time:60537.822349294605
Block Id:823, Parent ID:764, Miner ID:8, Txns:2, Time:60621.1431885128
Block Id:857, Parent ID:810, Miner ID:14, Txns:2, Time:61518.026112208725
Block Id:864, Parent ID:810, Miner ID:10, Txns:2, Time:61584.2705896081
Block Id:893, Parent ID:864, Miner ID:13, Txns:1, Time:61905.486987812015
Block Id:910, Parent ID:893, Miner ID:8, Txns:2, Time:62211.17029191022
Block Id:953, Parent ID:910, Miner ID:5, Txns:1, Time:63700.801493204985
Block Id:979, Parent ID:953, Miner ID:14, Txns:2, Time:64006.383455006195
Block Id:985, Parent ID:979, Miner ID:14, Txns:4, Time:66190.19851860909
Block Id:992, Parent ID:985, Miner ID:14, Txns:3, Time:66967.32347450993
Block Id:969, Parent ID:953, Miner ID:6, Txns:1, Time:69278.05244136821
Block Id:994, Parent ID:992, Miner ID:14, Txns:5, Time:69967.58923695193
Block Id:1036, Parent ID:994, Miner ID:14, Txns:2, Time:71127.76972206368
Block Id:1010, Parent ID:969, Miner ID:2, Txns:3, Time:75502.86241411179
Block Id:1026, Parent ID:969, Miner ID:7, Txns:2, Time:75642.97322580953
Block Id:1053, Parent ID:1026, Miner ID:11, Txns:2, Time:75974.67694618738
Block Id:1044, Parent ID:1036, Miner ID:14, Txns:3, Time:79334.45233024412
Block Id:1104, Parent ID:1044, Miner ID:14, Txns:2, Time:79635.92613285908
Block Id:1108, Parent ID:1104, Miner ID:14, Txns:3, Time:79927.79757601563
Block Id:1117, Parent ID:1108, Miner ID:14, Txns:1, Time:81104.88644766687
Block Id:1091, Parent ID:1053, Miner ID:2, Txns:2, Time:81858.56322395113
Block Id:1140, Parent ID:1091, Miner ID:1, Txns:2, Time:82947.07897345634
Block Id:1166, Parent ID:1140, Miner ID:7, Txns:6, Time:83549.47499795217
Block Id:1173, Parent ID:1140, Miner ID:0, Txns:5, Time:83772.46949454887
