Data For Node Id: 45
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
Block Id:6, Parent ID:1, Miner ID:4, Txns:1, Time:592.3263746614963
Block Id:82, Parent ID:6, Miner ID:46, Txns:1, Time:2132.992302867771
Block Id:169, Parent ID:82, Miner ID:11, Txns:1, Time:6230.245772682715
Block Id:110, Parent ID:82, Miner ID:49, Txns:4, Time:6554.882675567644
Block Id:176, Parent ID:110, Miner ID:49, Txns:2, Time:11243.89540565709
Block Id:178, Parent ID:176, Miner ID:49, Txns:7, Time:11304.859789636452
Block Id:181, Parent ID:178, Miner ID:49, Txns:3, Time:11319.951779319372
Block Id:188, Parent ID:181, Miner ID:49, Txns:2, Time:11319.951779319372
