Data For Node Id: 8
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
<<<<<<< HEAD
Block Id:6, Parent ID:1, Miner ID:4, Txns:1, Time:1073.5206824499076
Block Id:93, Parent ID:6, Miner ID:32, Txns:2, Time:3224.410946221294
Block Id:101, Parent ID:6, Miner ID:5, Txns:2, Time:3463.571755146838
Block Id:117, Parent ID:93, Miner ID:49, Txns:2, Time:4419.914911025297
Block Id:135, Parent ID:93, Miner ID:17, Txns:1, Time:4468.991785615478
Block Id:179, Parent ID:117, Miner ID:49, Txns:2, Time:5135.147817205489
Block Id:248, Parent ID:117, Miner ID:24, Txns:1, Time:5351.758725370209
Block Id:271, Parent ID:179, Miner ID:49, Txns:4, Time:8861.006322340465
Block Id:370, Parent ID:271, Miner ID:49, Txns:2, Time:8886.235577213267
Block Id:356, Parent ID:179, Miner ID:11, Txns:1, Time:8846.239821329076
Block Id:320, Parent ID:248, Miner ID:12, Txns:1, Time:9042.591457236487
Block Id:309, Parent ID:179, Miner ID:5, Txns:1, Time:8975.487042505065
Block Id:382, Parent ID:370, Miner ID:49, Txns:3, Time:9599.264367045504
Block Id:489, Parent ID:370, Miner ID:24, Txns:2, Time:9822.548893128866
=======
Block Id:16, Parent ID:1, Miner ID:14, Txns:1, Time:820.0715706647464
Block Id:5, Parent ID:1, Miner ID:3, Txns:1, Time:861.2955175205013
Block Id:22, Parent ID:5, Miner ID:11, Txns:1, Time:7219.770558069145
Block Id:51, Parent ID:22, Miner ID:6, Txns:1, Time:7835.646375208644
Block Id:69, Parent ID:51, Miner ID:0, Txns:2, Time:12134.246020207003
Block Id:65, Parent ID:51, Miner ID:14, Txns:1, Time:12289.945424189993
Block Id:88, Parent ID:69, Miner ID:0, Txns:2, Time:14881.558686163151
Block Id:79, Parent ID:65, Miner ID:14, Txns:2, Time:14996.62794869203
Block Id:82, Parent ID:79, Miner ID:14, Txns:5, Time:15948.381033841735
Block Id:102, Parent ID:82, Miner ID:14, Txns:3, Time:15948.381033841735
Block Id:122, Parent ID:88, Miner ID:2, Txns:2, Time:16071.463769957683
Block Id:169, Parent ID:102, Miner ID:10, Txns:1, Time:18331.798746343822
Block Id:205, Parent ID:169, Miner ID:0, Txns:3, Time:21812.14811274745
Block Id:203, Parent ID:169, Miner ID:14, Txns:1, Time:22024.336158380247
Block Id:213, Parent ID:203, Miner ID:14, Txns:2, Time:22024.336158380247
Block Id:216, Parent ID:213, Miner ID:14, Txns:8, Time:22320.53398560277
Block Id:246, Parent ID:205, Miner ID:10, Txns:1, Time:22354.158044838678
Block Id:232, Parent ID:205, Miner ID:2, Txns:2, Time:22398.721694546937
Block Id:267, Parent ID:216, Miner ID:7, Txns:2, Time:24120.89591210338
Block Id:259, Parent ID:216, Miner ID:14, Txns:3, Time:24249.944239626693
Block Id:281, Parent ID:259, Miner ID:14, Txns:2, Time:26663.862447957144
Block Id:333, Parent ID:281, Miner ID:11, Txns:2, Time:29455.088666620937
Block Id:313, Parent ID:281, Miner ID:14, Txns:13, Time:29587.1346422645
Block Id:358, Parent ID:333, Miner ID:9, Txns:2, Time:30553.315074438586
Block Id:342, Parent ID:313, Miner ID:14, Txns:13, Time:30651.26213912311
Block Id:397, Parent ID:358, Miner ID:6, Txns:1, Time:31142.961697909486
Block Id:345, Parent ID:342, Miner ID:14, Txns:2, Time:31289.37410166804
Block Id:346, Parent ID:345, Miner ID:14, Txns:4, Time:31289.37410166804
Block Id:437, Parent ID:346, Miner ID:9, Txns:1, Time:34577.891955049534
Block Id:387, Parent ID:346, Miner ID:14, Txns:4, Time:34734.88658883626
Block Id:447, Parent ID:387, Miner ID:14, Txns:2, Time:34734.88658883626
Block Id:498, Parent ID:447, Miner ID:0, Txns:2, Time:36853.92010872316
Block Id:451, Parent ID:447, Miner ID:14, Txns:2, Time:37036.95435281559
Block Id:531, Parent ID:498, Miner ID:5, Txns:2, Time:41343.466194276625
Block Id:503, Parent ID:451, Miner ID:14, Txns:2, Time:41503.98609089051
Block Id:505, Parent ID:503, Miner ID:14, Txns:47, Time:41507.44198145803
Block Id:552, Parent ID:531, Miner ID:3, Txns:2, Time:41686.31163898537
Block Id:579, Parent ID:552, Miner ID:0, Txns:4, Time:42788.61493827712
Block Id:597, Parent ID:579, Miner ID:3, Txns:4, Time:44717.96725341182
Block Id:603, Parent ID:579, Miner ID:14, Txns:2, Time:44725.496959608034
Block Id:614, Parent ID:603, Miner ID:14, Txns:2, Time:46691.17463421575
Block Id:649, Parent ID:614, Miner ID:8, Txns:10, Time:47588.77532246423
Block Id:687, Parent ID:649, Miner ID:12, Txns:2, Time:53710.24992359304
Block Id:689, Parent ID:649, Miner ID:11, Txns:3, Time:53814.819252073896
Block Id:690, Parent ID:649, Miner ID:14, Txns:3, Time:53856.78125932701
Block Id:739, Parent ID:687, Miner ID:8, Txns:2, Time:54573.00654943025
Block Id:749, Parent ID:739, Miner ID:8, Txns:3, Time:54597.30083054654
Block Id:764, Parent ID:749, Miner ID:0, Txns:2, Time:58787.117543424676
Block Id:780, Parent ID:749, Miner ID:14, Txns:2, Time:58982.64475679816
Block Id:823, Parent ID:764, Miner ID:8, Txns:2, Time:60355.28508091005
Block Id:810, Parent ID:764, Miner ID:7, Txns:2, Time:60485.41899429912
Block Id:857, Parent ID:810, Miner ID:14, Txns:2, Time:61615.3560781339
Block Id:864, Parent ID:810, Miner ID:10, Txns:2, Time:61677.1932153768
Block Id:893, Parent ID:864, Miner ID:13, Txns:1, Time:61890.977785512405
Block Id:910, Parent ID:893, Miner ID:8, Txns:2, Time:61945.42739909804
Block Id:953, Parent ID:910, Miner ID:5, Txns:1, Time:63640.983551470476
Block Id:969, Parent ID:953, Miner ID:6, Txns:1, Time:69237.87448455853
Block Id:979, Parent ID:953, Miner ID:14, Txns:2, Time:69383.96330252996
Block Id:1026, Parent ID:969, Miner ID:7, Txns:2, Time:75605.72353694068
Block Id:985, Parent ID:979, Miner ID:14, Txns:4, Time:75639.16445690925
Block Id:1010, Parent ID:969, Miner ID:2, Txns:3, Time:75691.98732573628
Block Id:1053, Parent ID:1026, Miner ID:11, Txns:2, Time:75922.52751703681
Block Id:992, Parent ID:985, Miner ID:14, Txns:3, Time:76064.14758141218
Block Id:994, Parent ID:992, Miner ID:14, Txns:5, Time:81996.93053203463
Block Id:1091, Parent ID:1053, Miner ID:2, Txns:2, Time:82021.64749010449
Block Id:1140, Parent ID:1091, Miner ID:1, Txns:2, Time:82916.39443510756
Block Id:1036, Parent ID:994, Miner ID:14, Txns:2, Time:83072.90523230747
Block Id:1166, Parent ID:1140, Miner ID:7, Txns:6, Time:83489.93941554445
Block Id:1044, Parent ID:1036, Miner ID:14, Txns:3, Time:83647.57844745781
Block Id:1173, Parent ID:1140, Miner ID:0, Txns:5, Time:83707.9598862953
Block Id:1192, Parent ID:1166, Miner ID:9, Txns:3, Time:84344.84254022384
Block Id:1104, Parent ID:1044, Miner ID:14, Txns:2, Time:84466.29118830652
Block Id:1223, Parent ID:1192, Miner ID:3, Txns:2, Time:85363.77428618907
