Data For Node Id: 6
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
Block Id:5, Parent ID:1, Miner ID:3, Txns:1, Time:803.979741029486
Block Id:16, Parent ID:1, Miner ID:14, Txns:1, Time:1034.8464448468105
Block Id:23, Parent ID:5, Miner ID:2, Txns:2, Time:3263.8396671671
Block Id:47, Parent ID:23, Miner ID:9, Txns:1, Time:5385.776692822143
Block Id:60, Parent ID:47, Miner ID:0, Txns:1, Time:7080.019309937945
Block Id:63, Parent ID:47, Miner ID:14, Txns:2, Time:7242.757870958568
Block Id:78, Parent ID:60, Miner ID:11, Txns:2, Time:9593.775953394825
Block Id:71, Parent ID:63, Miner ID:14, Txns:4, Time:9856.347533957902
Block Id:110, Parent ID:78, Miner ID:7, Txns:3, Time:9901.236070248735
Block Id:135, Parent ID:110, Miner ID:0, Txns:2, Time:15007.51393603409
Block Id:142, Parent ID:110, Miner ID:14, Txns:1, Time:15218.282692484083
Block Id:174, Parent ID:135, Miner ID:5, Txns:3, Time:24845.986389318947
Block Id:149, Parent ID:142, Miner ID:14, Txns:2, Time:25295.79153900087
Block Id:215, Parent ID:174, Miner ID:13, Txns:2, Time:26370.179823507264
Block Id:151, Parent ID:149, Miner ID:14, Txns:15, Time:26589.481376094882
Block Id:247, Parent ID:215, Miner ID:6, Txns:2, Time:29139.28384409757
Block Id:241, Parent ID:215, Miner ID:8, Txns:1, Time:29323.414171705695
Block Id:177, Parent ID:151, Miner ID:14, Txns:14, Time:29439.243033801406
Block Id:294, Parent ID:241, Miner ID:7, Txns:2, Time:30490.18982461216
Block Id:306, Parent ID:294, Miner ID:7, Txns:2, Time:30544.63333021834
Block Id:182, Parent ID:177, Miner ID:14, Txns:5, Time:30699.369909509096
Block Id:190, Parent ID:182, Miner ID:14, Txns:2, Time:30731.17338595239
Block Id:329, Parent ID:306, Miner ID:9, Txns:2, Time:31493.332984638935
Block Id:308, Parent ID:306, Miner ID:7, Txns:2, Time:31623.425612614872
Block Id:197, Parent ID:190, Miner ID:14, Txns:5, Time:31716.69024974474
Block Id:342, Parent ID:306, Miner ID:10, Txns:1, Time:31737.68083903789
Block Id:359, Parent ID:329, Miner ID:2, Txns:2, Time:32047.552572954544
Block Id:205, Parent ID:197, Miner ID:14, Txns:2, Time:32277.676713630328
Block Id:378, Parent ID:359, Miner ID:7, Txns:2, Time:34298.615926437276
Block Id:231, Parent ID:205, Miner ID:14, Txns:4, Time:34452.98270243006
Block Id:430, Parent ID:378, Miner ID:10, Txns:1, Time:36875.166688770616
Block Id:238, Parent ID:231, Miner ID:14, Txns:3, Time:37089.49856674715
Block Id:463, Parent ID:430, Miner ID:1, Txns:2, Time:38376.42151620817
Block Id:270, Parent ID:238, Miner ID:14, Txns:2, Time:38605.76381853509
Block Id:500, Parent ID:463, Miner ID:3, Txns:2, Time:39677.23944364818
Block Id:298, Parent ID:270, Miner ID:14, Txns:3, Time:39885.333813940095
Block Id:530, Parent ID:500, Miner ID:11, Txns:2, Time:40689.39598204829
Block Id:347, Parent ID:298, Miner ID:14, Txns:5, Time:40910.375016044876
Block Id:556, Parent ID:530, Miner ID:11, Txns:2, Time:41019.59549423283
Block Id:402, Parent ID:347, Miner ID:14, Txns:6, Time:41257.742338318785
Block Id:586, Parent ID:556, Miner ID:0, Txns:3, Time:41726.56202514713
Block Id:405, Parent ID:402, Miner ID:14, Txns:2, Time:41903.10931937406
Block Id:628, Parent ID:586, Miner ID:5, Txns:3, Time:42996.19821289463
Block Id:613, Parent ID:586, Miner ID:11, Txns:2, Time:43331.96950451877
Block Id:437, Parent ID:405, Miner ID:14, Txns:4, Time:43365.27343176049
Block Id:654, Parent ID:628, Miner ID:8, Txns:1, Time:47246.2644607994
Block Id:440, Parent ID:437, Miner ID:14, Txns:17, Time:47428.890109451255
Block Id:693, Parent ID:654, Miner ID:7, Txns:2, Time:48117.383961739375
Block Id:518, Parent ID:440, Miner ID:14, Txns:2, Time:48316.0394687897
Block Id:727, Parent ID:693, Miner ID:10, Txns:2, Time:49396.728043000985
Block Id:551, Parent ID:518, Miner ID:14, Txns:2, Time:49614.242578183985
Block Id:746, Parent ID:727, Miner ID:4, Txns:4, Time:49720.39014808801
Block Id:713, Parent ID:693, Miner ID:0, Txns:3, Time:49798.83344581387
Block Id:560, Parent ID:551, Miner ID:14, Txns:2, Time:49971.30276668838
Block Id:764, Parent ID:746, Miner ID:11, Txns:2, Time:50212.88889416962
Block Id:788, Parent ID:764, Miner ID:9, Txns:3, Time:50462.44654598759
Block Id:660, Parent ID:560, Miner ID:14, Txns:3, Time:50507.5988051888
Block Id:666, Parent ID:660, Miner ID:14, Txns:5, Time:50673.39502385712
Block Id:784, Parent ID:764, Miner ID:0, Txns:2, Time:50728.68676415353
Block Id:805, Parent ID:788, Miner ID:2, Txns:2, Time:53482.382224960784
Block Id:669, Parent ID:666, Miner ID:14, Txns:7, Time:53731.610271388956
Block Id:847, Parent ID:805, Miner ID:6, Txns:2, Time:54518.004657494326
Block Id:826, Parent ID:669, Miner ID:14, Txns:4, Time:54992.06261825789
Block Id:885, Parent ID:847, Miner ID:1, Txns:2, Time:55156.59716807647
Block Id:827, Parent ID:826, Miner ID:14, Txns:29, Time:55377.01510674363
Block Id:917, Parent ID:885, Miner ID:6, Txns:2, Time:55956.60758134134
Block Id:830, Parent ID:827, Miner ID:14, Txns:3, Time:56442.509068695035
Block Id:938, Parent ID:917, Miner ID:9, Txns:2, Time:60192.02072201628
Block Id:978, Parent ID:938, Miner ID:6, Txns:2, Time:60202.23096271137
Block Id:920, Parent ID:830, Miner ID:14, Txns:3, Time:60424.997578849536
Block Id:952, Parent ID:920, Miner ID:14, Txns:1, Time:60673.54387085491
Block Id:1007, Parent ID:952, Miner ID:5, Txns:3, Time:61076.99731044729
Block Id:1032, Parent ID:1007, Miner ID:7, Txns:2, Time:63805.24869897605
Block Id:1033, Parent ID:1007, Miner ID:14, Txns:2, Time:63951.4008502108
Block Id:1050, Parent ID:1032, Miner ID:0, Txns:3, Time:64665.15960697678
Block Id:1035, Parent ID:1033, Miner ID:14, Txns:1, Time:64854.557082370215
Block Id:1082, Parent ID:1050, Miner ID:10, Txns:2, Time:66241.5709189624
Block Id:1099, Parent ID:1082, Miner ID:7, Txns:2, Time:70688.64115698118
