Data For Node Id: 5
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
Block Id:5, Parent ID:1, Miner ID:3, Txns:1, Time:781.7613749025838
Block Id:16, Parent ID:1, Miner ID:14, Txns:1, Time:866.9854708892769
Block Id:27, Parent ID:5, Miner ID:5, Txns:1, Time:1647.9937221766766
Block Id:51, Parent ID:27, Miner ID:1, Txns:2, Time:4034.680954334777
Block Id:49, Parent ID:27, Miner ID:14, Txns:1, Time:4063.220083546693
Block Id:53, Parent ID:49, Miner ID:14, Txns:2, Time:9104.526739161389
Block Id:65, Parent ID:51, Miner ID:8, Txns:1, Time:9140.626344996892
Block Id:80, Parent ID:53, Miner ID:14, Txns:2, Time:14500.343730281471
Block Id:95, Parent ID:65, Miner ID:13, Txns:2, Time:14713.523956314553
Block Id:144, Parent ID:95, Miner ID:12, Txns:2, Time:15934.70310752245
Block Id:106, Parent ID:80, Miner ID:14, Txns:2, Time:16126.138676823864
Block Id:156, Parent ID:144, Miner ID:0, Txns:2, Time:16509.943404712365
Block Id:110, Parent ID:106, Miner ID:14, Txns:1, Time:16645.343919597806
Block Id:173, Parent ID:156, Miner ID:1, Txns:3, Time:21181.974948665975
Block Id:116, Parent ID:110, Miner ID:14, Txns:2, Time:21234.885803025893
Block Id:216, Parent ID:173, Miner ID:4, Txns:2, Time:24456.80939744022
Block Id:119, Parent ID:116, Miner ID:14, Txns:3, Time:24583.72895550116
Block Id:244, Parent ID:216, Miner ID:8, Txns:2, Time:26579.74820311876
Block Id:124, Parent ID:119, Miner ID:14, Txns:4, Time:26621.904435976878
Block Id:288, Parent ID:244, Miner ID:6, Txns:2, Time:27657.880285006857
Block Id:268, Parent ID:244, Miner ID:4, Txns:2, Time:27956.42226982898
Block Id:308, Parent ID:288, Miner ID:11, Txns:2, Time:33648.3177097369
Block Id:304, Parent ID:288, Miner ID:14, Txns:2, Time:33974.30063182187
Block Id:353, Parent ID:308, Miner ID:10, Txns:1, Time:36854.51091705326
Block Id:368, Parent ID:353, Miner ID:2, Txns:8, Time:38596.29137367239
Block Id:419, Parent ID:368, Miner ID:5, Txns:1, Time:39143.96421016464
Block Id:422, Parent ID:368, Miner ID:8, Txns:2, Time:39157.2570554541
Block Id:450, Parent ID:419, Miner ID:5, Txns:2, Time:39562.55577291826
Block Id:448, Parent ID:422, Miner ID:14, Txns:1, Time:39971.14606281858
Block Id:476, Parent ID:450, Miner ID:3, Txns:3, Time:41552.27060254347
Block Id:470, Parent ID:448, Miner ID:14, Txns:2, Time:41641.56227247302
Block Id:495, Parent ID:470, Miner ID:14, Txns:5, Time:42154.20596572071
Block Id:519, Parent ID:476, Miner ID:6, Txns:1, Time:42171.113629423795
Block Id:542, Parent ID:519, Miner ID:12, Txns:2, Time:42363.51588691416
Block Id:580, Parent ID:542, Miner ID:10, Txns:2, Time:48512.2995352368
Block Id:572, Parent ID:542, Miner ID:14, Txns:1, Time:48649.57934504615
Block Id:606, Parent ID:580, Miner ID:7, Txns:2, Time:54926.06508005508
Block Id:588, Parent ID:572, Miner ID:14, Txns:2, Time:55080.26038430702
Block Id:592, Parent ID:588, Miner ID:14, Txns:4, Time:61799.102424591285
Block Id:669, Parent ID:606, Miner ID:8, Txns:3, Time:61865.34563019599
Block Id:601, Parent ID:592, Miner ID:14, Txns:8, Time:62486.96889973531
Block Id:708, Parent ID:669, Miner ID:13, Txns:2, Time:62690.72163519741
Block Id:750, Parent ID:708, Miner ID:11, Txns:2, Time:62935.53773087978
Block Id:628, Parent ID:601, Miner ID:14, Txns:2, Time:63235.00771015854
Block Id:771, Parent ID:750, Miner ID:12, Txns:2, Time:63386.102137389666
Block Id:638, Parent ID:628, Miner ID:14, Txns:2, Time:63525.560670408806
Block Id:785, Parent ID:771, Miner ID:9, Txns:4, Time:66220.88662457165
Block Id:641, Parent ID:638, Miner ID:14, Txns:6, Time:66278.72749291844
Block Id:826, Parent ID:785, Miner ID:11, Txns:2, Time:67702.97271009606
Block Id:812, Parent ID:785, Miner ID:9, Txns:2, Time:67908.27636399199
Block Id:643, Parent ID:641, Miner ID:14, Txns:5, Time:67949.81634765911
Block Id:859, Parent ID:812, Miner ID:3, Txns:3, Time:70406.80521354622
Block Id:648, Parent ID:643, Miner ID:14, Txns:4, Time:70491.15548690049
Block Id:898, Parent ID:859, Miner ID:5, Txns:2, Time:77253.30720784544
Block Id:679, Parent ID:648, Miner ID:14, Txns:6, Time:77732.64639382939
Block Id:920, Parent ID:898, Miner ID:12, Txns:2, Time:78351.00777724851
Block Id:685, Parent ID:679, Miner ID:14, Txns:4, Time:78458.71858517901
Block Id:951, Parent ID:920, Miner ID:8, Txns:6, Time:82107.99398214191
Block Id:691, Parent ID:685, Miner ID:14, Txns:8, Time:82162.52693403394
Block Id:1012, Parent ID:951, Miner ID:1, Txns:2, Time:85481.38237653507
Block Id:997, Parent ID:951, Miner ID:3, Txns:3, Time:85504.81812298647
Block Id:756, Parent ID:691, Miner ID:14, Txns:2, Time:85557.44890813861
Block Id:1044, Parent ID:1012, Miner ID:5, Txns:2, Time:85569.12232835361
Block Id:874, Parent ID:756, Miner ID:14, Txns:2, Time:85964.44526739728
Block Id:881, Parent ID:874, Miner ID:14, Txns:4, Time:88435.63873003122
Block Id:1064, Parent ID:1044, Miner ID:2, Txns:2, Time:88447.84861131097
Block Id:1107, Parent ID:881, Miner ID:4, Txns:2, Time:94200.39378045216
Block Id:979, Parent ID:881, Miner ID:14, Txns:3, Time:94291.60777547564
Block Id:1141, Parent ID:1107, Miner ID:11, Txns:2, Time:95392.56681391693
Block Id:1130, Parent ID:1107, Miner ID:4, Txns:3, Time:95494.73975134347
Block Id:1178, Parent ID:1141, Miner ID:7, Txns:4, Time:95708.32030049077
Block Id:1189, Parent ID:1178, Miner ID:11, Txns:2, Time:98247.4873722543
